1, 274, 1, 1.002
1, 275, 1, 1.002
1, 276, 1, 1.002
1, 270, 1, 1.002
1, 271, 1, 1.002
1, 273, 1, 1.002
1, 280, 1, 1.002
1, 281, 1, 1.002
1, 282, 1, 1.002
1, 277, 1, 1.002
1, 278, 1, 1.002
1, 279, 1, 1.002
1, 269, 1, 1.002
1, 260, 1, 1.002
1, 261, 1, 1.002
1, 262, 1, 1.002
1, 257, 1, 1.002
1, 258, 1, 1.002
1, 259, 1, 1.002
1, 266, 1, 1.002
1, 267, 1, 1.002
1, 268, 1, 1.002
1, 263, 1, 1.002
1, 264, 1, 1.002
1, 265, 1, 1.002
1, 299, 1, 1.002
1, 300, 1, 1.002
1, 301, 1, 1.002
1, 296, 1, 1.002
1, 297, 1, 1.002
1, 298, 1, 1.002
1, 306, 1, 1.002
1, 307, 1, 1.002
1, 308, 1, 1.002
1, 302, 1, 1.002
1, 303, 1, 1.002
1, 304, 1, 1.002
1, 295, 1, 1.002
1, 286, 1, 1.002
1, 287, 1, 1.002
1, 288, 1, 1.002
1, 283, 1, 1.002
1, 284, 1, 1.002
1, 285, 1, 1.002
1, 292, 1, 1.002
1, 293, 1, 1.002
1, 294, 1, 1.002
1, 289, 1, 1.002
1, 290, 1, 1.002
1, 291, 1, 1.002
1, 256, 1, 1.002
1, 219, 1, 1.002
1, 220, 1, 1.002
1, 221, 1, 1.002
1, 216, 1, 1.002
1, 217, 1, 1.002
1, 218, 1, 1.002
1, 225, 1, 1.002
1, 226, 1, 1.002
1, 227, 1, 1.002
1, 222, 1, 1.002
1, 223, 1, 1.002
1, 224, 1, 1.002
1, 214, 1, 1.002
1, 205, 1, 1.002
1, 206, 1, 1.002
1, 207, 1, 1.002
1, 202, 1, 1.002
1, 203, 1, 1.002
1, 204, 1, 1.002
1, 211, 1, 1.002
1, 212, 1, 1.002
1, 213, 1, 1.002
1, 208, 1, 1.002
1, 209, 1, 1.002
1, 210, 1, 1.002
1, 246, 1, 1.002
1, 247, 1, 1.002
1, 249, 1, 1.002
1, 243, 1, 1.002
1, 244, 1, 1.002
1, 245, 1, 1.002
1, 253, 1, 1.002
1, 254, 1, 1.002
1, 255, 1, 1.002
1, 250, 1, 1.002
1, 251, 1, 1.002
1, 252, 1, 1.002
1, 242, 1, 1.002
1, 231, 1, 1.002
1, 232, 1, 1.002
1, 233, 1, 1.002
1, 228, 1, 1.002
1, 229, 1, 1.002
1, 230, 1, 1.002
1, 239, 1, 1.002
1, 240, 1, 1.002
1, 241, 1, 1.002
1, 235, 1, 1.002
1, 236, 1, 1.002
1, 237, 1, 1.002
1, 381, 1, 1.002
1, 382, 1, 1.002
1, 383, 1, 1.002
1, 378, 1, 1.002
1, 379, 1, 1.002
1, 380, 1, 1.002
1, 387, 1, 1.002
1, 388, 1, 1.002
1, 389, 1, 1.002
1, 384, 1, 1.002
1, 385, 1, 1.002
1, 386, 1, 1.002
1, 377, 1, 1.002
1, 368, 1, 1.002
1, 369, 1, 1.002
1, 370, 1, 1.002
1, 365, 1, 1.002
1, 366, 1, 1.002
1, 367, 1, 1.002
1, 374, 1, 1.002
1, 375, 1, 1.002
1, 376, 1, 1.002
1, 371, 1, 1.002
1, 372, 1, 1.002
1, 373, 1, 1.002
1, 406, 1, 1.002
1, 407, 1, 1.002
1, 408, 1, 1.002
1, 403, 1, 1.002
1, 404, 1, 1.002
1, 405, 1, 1.002
1, 412, 1, 1.002
1, 413, 1, 1.002
1, 414, 1, 1.002
1, 409, 1, 1.002
1, 410, 1, 1.002
1, 411, 1, 1.002
1, 402, 1, 1.002
1, 393, 1, 1.002
1, 394, 1, 1.002
1, 395, 1, 1.002
1, 390, 1, 1.002
1, 391, 1, 1.002
1, 392, 1, 1.002
1, 399, 1, 1.002
1, 400, 1, 1.002
1, 401, 1, 1.002
1, 396, 1, 1.002
1, 397, 1, 1.002
1, 398, 1, 1.002
1, 364, 1, 1.002
1, 326, 1, 1.002
1, 327, 1, 1.002
1, 328, 1, 1.002
1, 323, 1, 1.002
1, 324, 1, 1.002
1, 325, 1, 1.002
1, 333, 1, 1.002
1, 334, 1, 1.002
1, 335, 1, 1.002
1, 329, 1, 1.002
1, 331, 1, 1.002
1, 332, 1, 1.002
1, 322, 1, 1.002
1, 312, 1, 1.002
